Date,Country,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
29/03/2020,United Arab Emirates,Total,-55,-26,-53,-69,-45,26
29/03/2020,Afghanistan,Total,-38,-21,-13,-34,-33,10
29/03/2020,Antigua and Barbuda,Total,-46,-21,-30,-67,-48,
29/03/2020,Angola,Total,-61,-40,-39,-57,-11,22
29/03/2020,Argentina,Total,-86,-61,-89,-80,-57,27
29/03/2020,Argentina,Buenos Aires,-90,-48,-91,-82,-69,31
29/03/2020,Argentina,Buenos Aires Province,-88,-60,-91,-79,-60,26
29/03/2020,Argentina,Catamarca Province,-71,-46,-78,-81,-35,29
29/03/2020,Argentina,Chaco Province,-79,-63,-83,-92,-48,24
29/03/2020,Argentina,Chubut Province,-92,-91,-94,-93,-62,28
29/03/2020,Argentina,Cordoba,-88,-66,-90,-91,-57,30
29/03/2020,Argentina,Corrientes,-80,-63,-88,-89,-47,25
29/03/2020,Argentina,Entre Rios,-87,-65,-93,-90,-54,29
29/03/2020,Argentina,Formosa Province,-76,-53,-82,-71,-37,21
29/03/2020,Argentina,Jujuy,-80,-55,-83,-92,-44,27
29/03/2020,Argentina,La Pampa,-88,-72,-88,-87,-56,28
29/03/2020,Argentina,La Rioja Province,-70,-46,-84,-86,-40,26
29/03/2020,Argentina,Mendoza Province,-81,-56,-84,-72,-49,29
29/03/2020,Argentina,Misiones Province,-83,-66,-85,-92,-51,27
29/03/2020,Argentina,Neuquen,-96,-95,-95,-92,-72,33
29/03/2020,Argentina,Río Negro,-90,-72,-92,-96,-55,29
29/03/2020,Argentina,Salta Province,-82,-55,-84,-76,-47,26
29/03/2020,Argentina,San Juan Province,-76,-50,-80,-87,-46,28
29/03/2020,Argentina,San Luis Province,-85,-60,-89,-91,-56,29
29/03/2020,Argentina,Santa Cruz Province,-83,-62,-88,-91,-56,24
29/03/2020,Argentina,Santa Fe Province,-87,-63,-89,-77,-57,29
29/03/2020,Argentina,Santiago del Estero Province,-75,-49,-75,-90,-46,25
29/03/2020,Argentina,Tierra del Fuego Province,-87,-63,-89,-92,-59,24
29/03/2020,Argentina,Tucumán,-81,-53,-78,-90,-51,28
29/03/2020,Austria,Total,-87,-64,-43,-71,-51,14
29/03/2020,Austria,Burgenland,-83,-36,19,-43,-49,16
29/03/2020,Austria,Carinthia,-85,-62,-45,-59,-48,13
29/03/2020,Austria,Lower Austria,-82,-36,8,-74,-45,13
29/03/2020,Austria,Salzburg,-93,-86,-73,-81,-59,15
29/03/2020,Austria,Styria,-86,-61,-42,-71,-47,13
29/03/2020,Austria,Tyrol,-95,-86,-82,-85,-65,16
29/03/2020,Austria,Upper Austria,-86,-44,-19,-67,-47,13
29/03/2020,Austria,Vienna,-85,-52,-44,-71,-52,15
29/03/2020,Austria,Vorarlberg,-90,-70,-68,-79,-54,14
29/03/2020,Australia,Total,-45,-19,-35,-58,-33,13
29/03/2020,Australia,Australian Capital Territory,-40,-3,38,-52,-31,11
29/03/2020,Australia,New South Wales,-44,-13,-27,-57,-35,14
29/03/2020,Australia,Northern Territory,-35,-13,-20,-55,-23,12
29/03/2020,Australia,Queensland,-40,-19,-33,-57,-30,12
29/03/2020,Australia,South Australia,-43,-15,-33,-55,-28,12
29/03/2020,Australia,Tasmania,-50,-30,-70,-62,-28,13
29/03/2020,Australia,Victoria,-51,-26,-55,-68,-37,16
29/03/2020,Australia,Western Australia,-40,-16,-37,-55,-26,13
29/03/2020,Aruba,Total,-88,-66,-80,-88,-72,20
29/03/2020,Bosnia and Herzegovina,Total,-76,-50,-22,-59,-50,13
29/03/2020,Barbados,Total,-70,-47,-60,-77,-52,15
29/03/2020,Barbados,Christ Church,-81,-57,,-83,-51,17
29/03/2020,Barbados,Saint George,-35,,-53,,-29,
29/03/2020,Barbados,Saint James,-76,-50,,,-56,
29/03/2020,Barbados,Saint John,,,,,-36,
29/03/2020,Barbados,Saint Michael,-70,-48,-70,-73,-55,14
29/03/2020,Barbados,Saint Peter,-74,-18,,,-31,
29/03/2020,Barbados,Saint Philip,-72,-49,,,-49,
29/03/2020,Barbados,Saint Thomas,-13,,,,-29,
29/03/2020,Bangladesh,Total,-68,-46,-26,-66,-60,24
29/03/2020,Belgium,Total,-84,-53,-66,-76,-52,17
29/03/2020,Belgium,Brussels,-89,-65,-64,-82,-62,19
29/03/2020,Belgium,Flanders,-82,-46,-65,-74,-50,17
29/03/2020,Belgium,Wallonia,-84,-62,-72,-77,-52,16
29/03/2020,Burkina Faso,Total,-34,-25,-22,-53,-3,15
29/03/2020,Bulgaria,Total,-66,-36,-32,-58,-29,11
29/03/2020,Bulgaria,Blagoevgrad Province,-74,-47,-32,-55,-43,10
29/03/2020,Bulgaria,Burgas,-65,-38,-40,-51,-35,11
29/03/2020,Bulgaria,Dobrich Province,-61,-33,-38,,-19,18
29/03/2020,Bulgaria,Gabrovo,-61,-34,-16,,-17,17
29/03/2020,Bulgaria,Haskovo Province,-66,-43,-14,-67,-27,13
29/03/2020,Bulgaria,Jambol,-58,-44,-42,,-20,14
29/03/2020,Bulgaria,Kardzhali Province,-71,-48,-27,-76,-39,12
29/03/2020,Bulgaria,Kyustendil Province,-57,-39,-35,-46,-24,19
29/03/2020,Bulgaria,Lovec,-64,-32,-16,,-21,18
29/03/2020,Bulgaria,Montana Province,-41,-37,-18,-58,-13,11
29/03/2020,Bulgaria,Pazardzhik,-68,-38,-29,-69,-32,13
29/03/2020,Bulgaria,Pernik,-58,-31,-37,,-21,21
29/03/2020,Bulgaria,Pleven Province,-64,-37,-16,,-22,14
29/03/2020,Bulgaria,Plovdiv Province,-68,-38,-33,-54,-29,12
29/03/2020,Bulgaria,Razgrad,-48,-66,,,-10,11
29/03/2020,Bulgaria,Ruse,-58,-36,-14,-43,-25,11
29/03/2020,Bulgaria,Shumen Province,-63,-29,-26,-70,-20,20
29/03/2020,Bulgaria,Silistra,-37,-23,,,-12,-3
29/03/2020,Bulgaria,Sliven Province,-61,-36,-40,-51,-25,19
29/03/2020,Bulgaria,Smoljan,-66,-59,-42,,-41,2
29/03/2020,Bulgaria,Sofia City Province,-70,-35,-42,-62,-34,15
29/03/2020,Bulgaria,Sofia Province,-60,-35,-28,,-31,14
29/03/2020,Bulgaria,Stara Zagora,-63,-38,-27,-10,-29,10
29/03/2020,Bulgaria,Targovishte Province,-63,-31,,,-19,2
29/03/2020,Bulgaria,Varna,-72,-36,-54,-76,-34,12
29/03/2020,Bulgaria,Veliko Tarnovo Province,-68,-37,-24,-56,-28,13
29/03/2020,Bulgaria,Vidin,-59,-29,,,-25,
29/03/2020,Bulgaria,Vraca,-53,-31,-3,-49,-18,21
29/03/2020,Bahrain,Total,-45,-22,-40,-38,-25,16
29/03/2020,Benin,Total,-16,0,10,-14,2,5
29/03/2020,Bolivia,Total,-93,-94,-89,-92,-72,35
29/03/2020,Brazil,Total,-71,-35,-70,-62,-34,17
29/03/2020,Brazil,Federal District,-68,-28,-63,-56,-36,20
29/03/2020,Brazil,State of Acre,-68,-20,-56,-75,-22,11
29/03/2020,Brazil,State of Alagoas,-77,-43,-79,-76,-35,17
29/03/2020,Brazil,State of Amapá,-71,-27,-51,-73,-28,11
29/03/2020,Brazil,State of Amazonas,-64,-28,-62,-46,-26,13
29/03/2020,Brazil,State of Bahia,-73,-42,-71,-73,-33,17
29/03/2020,Brazil,State of Ceará,-76,-34,-71,-68,-33,16
29/03/2020,Brazil,State of Espírito Santo,-68,-35,-69,-69,-31,16
29/03/2020,Brazil,State of Goiás,-67,-27,-44,-50,-28,15
29/03/2020,Brazil,State of Maranhão,-63,-27,-48,-66,-20,11
29/03/2020,Brazil,State of Mato Grosso,-63,-30,-44,-59,-22,11
29/03/2020,Brazil,State of Mato Grosso do Sul,-68,-33,-56,-68,-26,14
29/03/2020,Brazil,State of Minas Gerais,-66,-29,-46,-57,-30,15
29/03/2020,Brazil,State of Paraná,-75,-42,-70,-64,-34,17
29/03/2020,Brazil,State of Paraíba,-76,-36,-73,-64,-33,17
29/03/2020,Brazil,State of Pará,-61,-25,-53,-64,-19,12
29/03/2020,Brazil,State of Pernambuco,-74,-35,-72,-59,-35,17
29/03/2020,Brazil,State of Piauí,-71,-39,-49,-76,-27,18
29/03/2020,Brazil,State of Rio Grande do Norte,-74,-36,-74,-66,-33,19
29/03/2020,Brazil,State of Rio Grande do Sul,-75,-39,-73,-67,-36,20
29/03/2020,Brazil,State of Rio de Janeiro,-72,-32,-74,-61,-37,17
29/03/2020,Brazil,State of Rondônia,-63,-27,-42,-71,-23,12
29/03/2020,Brazil,State of Roraima,-68,-25,-51,-72,-24,12
29/03/2020,Brazil,State of Santa Catarina,-80,-49,-84,-76,-40,20
29/03/2020,Brazil,State of Sergipe,-78,-46,-77,-83,-36,18
29/03/2020,Brazil,State of São Paulo,-72,-36,-71,-62,-37,17
29/03/2020,Brazil,State of Tocantins,-61,-31,-35,-71,-19,11
29/03/2020,Bahamas,Total,-67,-34,-48,-87,-52,19
29/03/2020,Botswana,Total,-12,-2,7,-20,-3,13
29/03/2020,Belarus,Total,-14,5,41,-7,3,-2
29/03/2020,Belize,Total,-63,-49,-38,-68,-42,13
29/03/2020,Canada,Total,-59,-35,-16,-66,-44,14
29/03/2020,Canada,Alberta,-55,-29,-23,-63,-41,13
29/03/2020,Canada,British Columbia,-54,-28,27,-59,-47,13
29/03/2020,Canada,Manitoba,-49,-21,-9,-56,-36,11
29/03/2020,Canada,New Brunswick,-42,-20,101,-47,-35,8
29/03/2020,Canada,Newfoundland and Labrador,-54,-38,-18,-60,-35,9
29/03/2020,Canada,Northwest Territories,-59,-44,,-59,-32,
29/03/2020,Canada,Nova Scotia,-33,-7,95,-45,-32,5
29/03/2020,Canada,Nunavut,-47,,,,-32,
29/03/2020,Canada,Ontario,-59,-33,-14,-66,-46,14
29/03/2020,Canada,Prince Edward Island,-43,-19,-51,,-34,25
29/03/2020,Canada,Quebec,-70,-44,-68,-75,-45,15
29/03/2020,Canada,Saskatchewan,-53,-24,45,-52,-37,11
29/03/2020,Canada,Yukon,-43,-28,,,-31,
29/03/2020,Switzerland,Total,-81,-51,-41,-68,-46,15
29/03/2020,Switzerland,Aargau,-75,-35,-14,-56,-41,13
29/03/2020,Switzerland,Appenzell Ausserrhoden,-77,3,,-60,-29,
29/03/2020,Switzerland,Appenzell Innerrhoden,-57,,,,-29,
29/03/2020,Switzerland,Basel City,-89,-41,-65,-76,-48,25
29/03/2020,Switzerland,Basel-Landschaft,-77,-21,-25,-61,-40,23
29/03/2020,Switzerland,Canton of Bern,-80,-53,-36,-68,-43,14
29/03/2020,Switzerland,Canton of Zug,-75,-2,,-67,-45,27
29/03/2020,Switzerland,Fribourg,-82,-44,-41,-62,-42,20
29/03/2020,Switzerland,Geneva,-82,-60,-40,-84,-54,21
29/03/2020,Switzerland,Glarus,-92,-19,,-48,-33,
29/03/2020,Switzerland,Grisons,-89,-78,-59,-78,-57,20
29/03/2020,Switzerland,Jura,-91,-32,,-64,-43,14
29/03/2020,Switzerland,Lucerne,-82,-38,-50,-66,-40,16
29/03/2020,Switzerland,Neuchâtel,-78,-48,-18,-58,-46,28
29/03/2020,Switzerland,Nidwalden,-74,-2,-73,-78,-46,
29/03/2020,Switzerland,Obwalden,-63,-16,-49,-79,-40,
29/03/2020,Switzerland,Schaffhausen,-90,-50,,-61,-41,2
29/03/2020,Switzerland,Schwyz,-72,-55,-45,-66,-44,23
29/03/2020,Switzerland,Solothurn,-77,-35,-13,-63,-38,15
29/03/2020,Switzerland,St. Gallen,-80,-44,-29,-58,-42,14
29/03/2020,Switzerland,Thurgau,-79,-30,-44,-61,-40,15
29/03/2020,Switzerland,Ticino,-85,-69,-51,-64,-49,21
29/03/2020,Switzerland,Uri,-89,-13,,-78,-44,
29/03/2020,Switzerland,Valais,-87,-67,-61,-75,-57,17
29/03/2020,Switzerland,Vaud,-79,-49,-42,-68,-50,17
29/03/2020,Switzerland,Zurich,-82,-44,-53,-73,-47,16
29/03/2020,Cote d'Ivoire,Total,-35,-21,-21,-33,-9,14
29/03/2020,Chile,Total,-73,-55,-72,-64,-42,24
29/03/2020,Cameroon,Total,-26,-20,-19,-23,-3,9
29/03/2020,Colombia,Total,-86,-68,-80,-82,-58,26
29/03/2020,Costa Rica,Total,-68,-41,-71,-68,-39,21
29/03/2020,Cabo Verde,Total,-60,-48,-57,-88,-40,19
29/03/2020,Czech Republic,Total,-73,-26,-24,-61,-31,11
29/03/2020,Czech Republic,Central Bohemian Region,-67,-20,9,-37,-29,11
29/03/2020,Czech Republic,Hradec Králové Region,-78,-30,-33,-69,-32,11
29/03/2020,Czech Republic,Karlovy Vary Region,-75,-38,-53,-70,-36,10
29/03/2020,Czech Republic,Liberec Region,-75,-24,-45,-66,-36,10
29/03/2020,Czech Republic,Moravian-Silesian Region,-72,-21,-14,-63,-27,10
29/03/2020,Czech Republic,Olomouc Region,-72,-27,-15,-74,-27,10
29/03/2020,Czech Republic,Pardubice Region,-74,-27,-1,-73,-28,10
29/03/2020,Czech Republic,Plzeň Region,-74,-29,-8,-55,-30,10
29/03/2020,Czech Republic,Prague,-77,-30,-58,-71,-38,15
29/03/2020,Czech Republic,South Bohemian Region,-72,-27,-17,-60,-29,9
29/03/2020,Czech Republic,South Moravian Region,-70,-24,5,-50,-28,11
29/03/2020,Czech Republic,Vysocina Region,-74,-21,27,-55,-28,10
29/03/2020,Czech Republic,Zlin Region,-71,-25,1,-65,-29,9
29/03/2020,Czech Republic,Ústí nad Labem Region,-71,-25,-28,-56,-26,9
29/03/2020,Germany,Total,-77,-51,-49,-68,-39,11
29/03/2020,Germany,Baden-Württemberg,-79,-49,-55,-71,-43,12
29/03/2020,Germany,Bavaria,-80,-49,-50,-73,-43,12
29/03/2020,Germany,Berlin,-83,-55,-63,-70,-44,12
29/03/2020,Germany,Brandenburg,-75,-52,-53,-63,-31,9
29/03/2020,Germany,Bremen,-79,-54,-22,-74,-40,10
29/03/2020,Germany,Hamburg,-80,-50,-34,-72,-42,12
29/03/2020,Germany,Hesse,-74,-40,-26,-72,-41,10
29/03/2020,Germany,Lower Saxony,-76,-52,-42,-64,-36,10
29/03/2020,Germany,Mecklenburg-Vorpommern,-74,-48,-50,-64,-32,8
29/03/2020,Germany,North Rhine-Westphalia,-77,-51,-50,-70,-38,11
29/03/2020,Germany,Rhineland-Palatinate,-74,-40,-38,-71,-39,10
29/03/2020,Germany,Saarland,-77,-56,-29,-71,-39,10
29/03/2020,Germany,Saxony,-78,-51,-50,-66,-34,10
29/03/2020,Germany,Saxony-Anhalt,-74,-48,-56,-65,-27,8
29/03/2020,Germany,Schleswig-Holstein,-70,-53,-27,-58,-36,10
29/03/2020,Germany,Thuringia,-75,-44,-50,-63,-32,8
29/03/2020,Denmark,Total,-37,-22,35,-60,-28,9
29/03/2020,Denmark,Capital Region of Denmark,-48,-24,13,-67,-33,10
29/03/2020,Denmark,Central Denmark Region,-34,-23,71,-55,-26,9
29/03/2020,Denmark,North Denmark Region,-34,-16,32,-54,-26,8
29/03/2020,Denmark,Region Zealand,-28,-17,54,-55,-25,8
29/03/2020,Denmark,Region of Southern Denmark,-30,-22,23,-59,-28,9
29/03/2020,Dominican Republic,Total,-80,-63,-73,-84,-56,23
29/03/2020,Ecuador,Total,-84,-66,-80,-80,-61,26
29/03/2020,Estonia,Total,-60,-28,4,-51,-32,10
29/03/2020,Estonia,Harju County,-61,-29,2,-57,-34,11
29/03/2020,Estonia,Hiiu County,,,,,-68,
29/03/2020,Estonia,Ida-Viru County,-50,-22,-23,-35,-28,12
29/03/2020,Estonia,Järva County,-41,-23,,,-39,
29/03/2020,Estonia,Jõgeva County,-45,-24,,,-42,
29/03/2020,Estonia,Lääne County,-53,-32,,,-47,
29/03/2020,Estonia,Lääne-Viru County,-55,-20,,-41,-20,5
29/03/2020,Estonia,Pärnu County,-67,-31,-17,-53,-36,20
29/03/2020,Estonia,Põlva County,-77,-24,,,-48,
29/03/2020,Estonia,Rapla County,-72,-23,,,-47,
29/03/2020,Estonia,Saare County,-80,-40,,-80,-57,
29/03/2020,Estonia,Tartu County,-65,-30,-13,-54,-35,23
29/03/2020,Estonia,Valga County,-58,-30,,,-40,
29/03/2020,Estonia,Viljandi County,-58,-26,,-42,-13,
29/03/2020,Estonia,Võru County,-82,-20,,,-46,
29/03/2020,Egypt,Total,-50,-24,-40,-52,-35,15
29/03/2020,Spain,Total,-94,-76,-89,-88,-64,22
29/03/2020,Spain,Andalusia,-94,-81,-88,-90,-65,21
29/03/2020,Spain,Aragon,-92,-75,-87,-90,-64,20
29/03/2020,Spain,Asturias,-94,-78,-88,-80,-63,23
29/03/2020,Spain,Balearic Islands,-92,-68,-90,-88,-61,22
29/03/2020,Spain,Basque Country,-94,-77,-93,-88,-63,22
29/03/2020,Spain,Canary Islands,-94,-75,-92,-87,-66,20
29/03/2020,Spain,Cantabria,-94,-76,-92,-89,-61,23
29/03/2020,Spain,Castile and León,-94,-78,-84,-89,-62,22
29/03/2020,Spain,Castile-La Mancha,-93,-77,-84,-89,-63,21
29/03/2020,Spain,Catalonia,-94,-75,-90,-88,-64,21
29/03/2020,Spain,Ceuta,-89,-78,-91,,-64,4
29/03/2020,Spain,Community of Madrid,-94,-72,-92,-89,-65,22
29/03/2020,Spain,Extremadura,-93,-75,-79,-87,-60,22
29/03/2020,Spain,Galicia,-92,-77,-84,-88,-59,24
29/03/2020,Spain,La Rioja,-94,-75,-90,-90,-65,23
29/03/2020,Spain,Melilla,-92,-86,-90,-87,-59,-2
29/03/2020,Spain,Navarre,-93,-77,-88,-90,-61,23
29/03/2020,Spain,Region of Murcia,-94,-85,-90,-86,-63,24
29/03/2020,Spain,Valencian Community,-95,-84,-92,-90,-66,22
29/03/2020,Finland,Total,-52,-21,48,-59,-25,9
29/03/2020,Finland,Central Finland,-48,-22,60,-70,-23,8
29/03/2020,Finland,Central Ostrobothnia,-44,-13,,-63,-21,15
29/03/2020,Finland,Kainuu,-54,-24,44,-64,-21,13
29/03/2020,Finland,Kymenlaakso,-52,-21,65,-64,-17,8
29/03/2020,Finland,Lapland,-62,-30,40,-71,-31,7
29/03/2020,Finland,North Karelia,-54,-20,61,-54,-24,14
29/03/2020,Finland,Northern Ostrobothnia,-51,-24,73,-55,-24,8
29/03/2020,Finland,Northern Savonia,-56,-20,47,-53,-22,7
29/03/2020,Finland,Ostrobothnia,-44,-16,70,-50,-21,8
29/03/2020,Finland,Pirkanmaa,-53,-21,42,-53,-26,9
29/03/2020,Finland,Päijänne Tavastia,-56,-22,84,-54,-25,8
29/03/2020,Finland,Satakunta,-49,-22,34,-48,-19,8
29/03/2020,Finland,South Karelia,-55,-26,46,-64,-25,15
29/03/2020,Finland,Southern Ostrobothnia,-49,-20,50,-51,-20,9
29/03/2020,Finland,Southern Savonia,-55,-18,59,-66,-23,14
29/03/2020,Finland,Southwest Finland,-54,-22,15,-51,-25,9
29/03/2020,Finland,Tavastia Proper,-53,-24,43,-62,-22,9
29/03/2020,Finland,Uusimaa,-50,-20,39,-64,-28,10
29/03/2020,Fiji,Total,-39,-25,-13,-59,-6,12
29/03/2020,France,Total,-88,-72,-82,-87,-56,18
29/03/2020,France,Auvergne-Rhône-Alpes,-87,-74,-80,-89,-56,19
29/03/2020,France,Bourgogne-Franche-Comté,-87,-77,-77,-88,-54,18
29/03/2020,France,Brittany,-87,-76,-83,-88,-53,18
29/03/2020,France,Centre-Val de Loire,-86,-75,-79,-88,-53,17
29/03/2020,France,Corsica,-84,-67,-74,-83,-54,21
29/03/2020,France,Grand Est,-89,-77,-81,-89,-59,17
29/03/2020,France,Hauts-de-France,-88,-72,-84,-87,-56,17
29/03/2020,France,Normandy,-86,-73,-78,-88,-53,17
29/03/2020,France,Nouvelle-Aquitaine,-86,-76,-80,-86,-53,18
29/03/2020,France,Occitanie,-86,-72,-73,-86,-53,18
29/03/2020,France,Pays de la Loire,-88,-78,-80,-90,-54,18
29/03/2020,France,Provence-Alpes-Côte d'Azur,-87,-68,-83,-85,-55,18
29/03/2020,France,Île-de-France,-91,-69,-89,-87,-63,20
29/03/2020,Gabon,Total,-39,-24,-25,-47,-15,15
29/03/2020,United Kingdom,Total,-85,-46,-52,-75,-55,15
29/03/2020,United Kingdom,Aberdeen City,-86,-41,-46,-73,-58,30
29/03/2020,United Kingdom,Aberdeenshire,-80,-46,-45,-58,-52,27
29/03/2020,United Kingdom,Angus council,-80,-44,-28,-51,-48,20
29/03/2020,United Kingdom,Antrim And Newtownabbey,-81,-46,-61,-89,-52,29
29/03/2020,United Kingdom,Ards And North Down,-78,-39,-57,-57,-56,28
29/03/2020,United Kingdom,Argyll and Bute Council,-88,-45,-34,-57,-52,8
29/03/2020,United Kingdom,Armagh City and Banbridge And Craigavon,-82,-45,-66,-65,-47,27
29/03/2020,United Kingdom,Bath and North East Somerset,-91,-48,-54,-75,-66,30
29/03/2020,United Kingdom,Bedford,-86,-47,-51,-72,-49,28
29/03/2020,United Kingdom,Belfast,-85,-42,-47,-76,-59,17
29/03/2020,United Kingdom,Blackburn with Darwen,-85,-42,,-71,-50,25
29/03/2020,United Kingdom,Blackpool,-88,-43,-64,-65,-54,22
29/03/2020,United Kingdom,Blaenau Gwent,-75,-46,,-57,-46,12
29/03/2020,United Kingdom,Borough of Halton,-78,-43,-46,-60,-48,25
29/03/2020,United Kingdom,Bracknell Forest,-83,-41,-56,-69,-58,31
29/03/2020,United Kingdom,Bridgend County Borough,-85,-43,-48,-59,-50,25
29/03/2020,United Kingdom,Brighton and Hove,-89,-48,-59,-77,-64,30
29/03/2020,United Kingdom,Buckinghamshire,-85,-45,-43,-74,-57,16
29/03/2020,United Kingdom,Caerphilly County Borough,-78,-41,-52,-54,-47,25
29/03/2020,United Kingdom,Cambridgeshire,-87,-48,-51,-79,-54,16
29/03/2020,United Kingdom,Cardiff,-86,-45,-48,-79,-59,17
29/03/2020,United Kingdom,Carmarthenshire,-81,-46,-57,-60,-49,24
29/03/2020,United Kingdom,Causeway Coast and Glens,-87,-41,-66,-64,-55,26
29/03/2020,United Kingdom,Central Bedfordshire,-82,-45,-41,-74,-54,20
29/03/2020,United Kingdom,Ceredigion,-84,-54,-60,-69,-57,6
29/03/2020,United Kingdom,Cheshire East,-84,-47,-63,-75,-53,15
29/03/2020,United Kingdom,Cheshire West and Chester,-88,-47,-58,-77,-55,15
29/03/2020,United Kingdom,City of Bristol,-87,-47,-25,-81,-57,18
29/03/2020,United Kingdom,Clackmannanshire,-89,-39,,-53,-49,6
29/03/2020,United Kingdom,Conwy Principal Area,-86,-48,-70,-63,-58,22
29/03/2020,United Kingdom,Cornwall,-85,-53,-54,-66,-56,14
29/03/2020,United Kingdom,County Durham,-83,-42,-56,-68,-55,14
29/03/2020,United Kingdom,Cumbria,-84,-50,-54,-73,-58,15
29/03/2020,United Kingdom,Darlington,-86,-47,-57,-75,-51,26
29/03/2020,United Kingdom,Denbighshire,-84,-43,-59,-70,-52,14
29/03/2020,United Kingdom,Derby,-85,-46,-55,-81,-55,19
29/03/2020,United Kingdom,Derbyshire,-86,-43,-55,-66,-55,15
29/03/2020,United Kingdom,Derry And Strabane,-80,-39,-63,-60,-54,25
29/03/2020,United Kingdom,Devon,-87,-51,-54,-73,-54,15
29/03/2020,United Kingdom,Dorset,-87,-47,-57,-70,-57,15
29/03/2020,United Kingdom,Dumfries and Galloway,-80,-42,-48,-75,-49,22
29/03/2020,United Kingdom,Dundee City Council,-83,-52,-10,-71,-56,26
29/03/2020,United Kingdom,East Ayrshire Council,-83,-39,,-55,-51,26
29/03/2020,United Kingdom,East Dunbartonshire Council,-75,-35,,-54,-56,19
29/03/2020,United Kingdom,East Lothian Council,-81,-37,-34,-57,-56,17
29/03/2020,United Kingdom,East Renfrewshire Council,-63,-29,-54,-51,-56,19
29/03/2020,United Kingdom,East Riding of Yorkshire,-85,-45,-61,-51,-52,14
29/03/2020,United Kingdom,East Sussex,-87,-46,-60,-68,-57,14
29/03/2020,United Kingdom,Edinburgh,-86,-44,-42,-83,-67,18
29/03/2020,United Kingdom,Essex,-84,-49,-58,-85,-56,16
29/03/2020,United Kingdom,Falkirk,-78,-38,-26,-56,-47,27
29/03/2020,United Kingdom,Fermanagh And Omagh,-86,-47,-55,-54,-52,27
29/03/2020,United Kingdom,Fife,-79,-38,-32,-56,-51,14
29/03/2020,United Kingdom,Flintshire,-80,-44,-48,-60,-54,26
29/03/2020,United Kingdom,Glasgow City,-84,-44,-37,-81,-60,16
29/03/2020,United Kingdom,Gloucestershire,-86,-48,-49,-73,-55,15
29/03/2020,United Kingdom,Greater London,-87,-48,-59,-80,-62,19
29/03/2020,United Kingdom,Greater Manchester,-84,-46,-44,-80,-54,16
29/03/2020,United Kingdom,Gwynedd,-87,-55,-62,-65,-56,18
29/03/2020,United Kingdom,Hampshire,-85,-45,-48,-74,-54,15
29/03/2020,United Kingdom,Hartlepool,-86,-44,-64,-70,-51,19
29/03/2020,United Kingdom,Herefordshire,-86,-50,-42,-64,-46,24
29/03/2020,United Kingdom,Hertfordshire,-85,-47,-46,-73,-56,16
29/03/2020,United Kingdom,Highland Council,-83,-47,-48,-70,-53,24
29/03/2020,United Kingdom,Inverclyde,-83,-37,,-58,-52,15
29/03/2020,United Kingdom,Isle of Anglesey,-84,-48,-65,-63,-46,7
29/03/2020,United Kingdom,Isle of Wight,-88,-47,-57,-76,-54,22
29/03/2020,United Kingdom,Kent,-86,-49,-62,-68,-53,15
29/03/2020,United Kingdom,Kingston upon Hull,-82,-45,-49,-71,-51,14
29/03/2020,United Kingdom,Lancashire,-84,-44,-39,-71,-52,14
29/03/2020,United Kingdom,Leicester,-84,-47,-45,-80,-51,15
29/03/2020,United Kingdom,Leicestershire,-83,-45,-54,-72,-55,15
29/03/2020,United Kingdom,Lincolnshire,-84,-45,-63,-67,-47,13
29/03/2020,United Kingdom,Lisburn and Castlereagh,-87,-45,-79,-61,-56,30
29/03/2020,United Kingdom,Luton,-79,-39,-41,-90,-49,19
29/03/2020,United Kingdom,Medway,-85,-40,-67,-71,-51,15
29/03/2020,United Kingdom,Merseyside,-83,-42,-53,-74,-54,15
29/03/2020,United Kingdom,Merthyr Tydfil County Borough,-89,-50,,-54,-52,8
29/03/2020,United Kingdom,Mid And East Antrim,-81,-37,-52,-56,-56,27
29/03/2020,United Kingdom,Mid Ulster,-81,-43,,-51,-42,28
29/03/2020,United Kingdom,Middlesbrough,-84,-43,-63,-73,-51,24
29/03/2020,United Kingdom,Midlothian,-90,-43,-20,-50,-53,25
29/03/2020,United Kingdom,Milton Keynes,-85,-49,-53,-79,-55,19
29/03/2020,United Kingdom,Monmouthshire,-85,-56,-61,-58,-47,16
29/03/2020,United Kingdom,Moray,-88,-45,-42,-63,-54,12
29/03/2020,United Kingdom,Na h-Eileanan an Iar,-77,-31,,-54,-51,
29/03/2020,United Kingdom,Neath Port Talbot Principle Area,-74,-38,-46,-60,-46,23
29/03/2020,United Kingdom,Newport,-83,-47,-49,-66,-52,26
29/03/2020,United Kingdom,Newry and Mourne And Down,-87,-45,-65,-55,-52,29
29/03/2020,United Kingdom,Norfolk,-87,-52,-69,-68,-53,14
29/03/2020,United Kingdom,North Ayrshire Council,-79,-37,-12,-59,-51,25
29/03/2020,United Kingdom,North East Lincolnshire,-85,-46,-72,-68,-46,22
29/03/2020,United Kingdom,North Lanarkshire,-78,-37,,-56,-50,13
29/03/2020,United Kingdom,North Lincolnshire,-79,-41,-56,-58,-46,23
29/03/2020,United Kingdom,North Somerset,-84,-50,-52,-88,-54,27
29/03/2020,United Kingdom,North Yorkshire,-88,-48,-65,-74,-55,15
29/03/2020,United Kingdom,Northamptonshire,-84,-42,-59,-71,-47,14
